Monday March 27 2023 03:14:02, 17.27 
Monday March 27 2023 03:15:01, 17.27 
Monday March 27 2023 03:16:01, 17.27 
Monday March 27 2023 03:17:02, 17.23 
Monday March 27 2023 03:18:01, 17.23 
Monday March 27 2023 03:19:02, 17.23 
Monday March 27 2023 03:20:01, 17.23 
Monday March 27 2023 03:21:01, 17.23 
Monday March 27 2023 03:22:02, 17.23 
Monday March 27 2023 03:23:01, 17.23 
Monday March 27 2023 03:24:01, 17.19 
Monday March 27 2023 03:25:01, 17.19 
Monday March 27 2023 03:26:02, 17.24 
Monday March 27 2023 03:27:01, 17.24 
Monday March 27 2023 03:28:01, 17.19 
Monday March 27 2023 03:29:02, 17.24 
Monday March 27 2023 03:30:01, 17.24 
Monday March 27 2023 03:31:02, 17.21 
Monday March 27 2023 03:32:02, 17.21 
Monday March 27 2023 03:33:01, 17.21 
Monday March 27 2023 03:34:02, 17.21 
Monday March 27 2023 03:35:01, 17.21 
Monday March 27 2023 03:36:02, 17.20 
Monday March 27 2023 03:37:01, 17.20 
Monday March 27 2023 03:38:02, 17.20 
Monday March 27 2023 03:39:01, 17.20 
Monday March 27 2023 03:40:02, 17.20 
Monday March 27 2023 03:41:01, 17.20 
Monday March 27 2023 03:42:01, 17.20 
Monday March 27 2023 03:43:01, 17.17 
Monday March 27 2023 03:44:02, 17.17 
Monday March 27 2023 03:45:01, 17.17 
Monday March 27 2023 03:46:02, 17.17 
Monday March 27 2023 03:47:01, 17.17 
Monday March 27 2023 03:48:01, 17.19 
Monday March 27 2023 03:49:01, 17.17 
Monday March 27 2023 03:50:02, 17.19 
Monday March 27 2023 03:51:01, 17.19 
Monday March 27 2023 03:52:01, 17.19 
Monday March 27 2023 03:53:01, 17.19 
Monday March 27 2023 03:54:01, 17.19 
Monday March 27 2023 03:55:01, 17.19 
Monday March 27 2023 03:56:02, 17.18 
Monday March 27 2023 03:57:02, 17.20 
Monday March 27 2023 03:58:01, 17.20 
Monday March 27 2023 03:59:01, 17.18 
Monday March 27 2023 04:00:01, 17.18 
Monday March 27 2023 04:01:02, 17.17 
Monday March 27 2023 04:02:02, 17.17 
Monday March 27 2023 04:03:01, 17.17 
